Date,Cases (COVID Tracker),Cases (NYT),Cases (USAFacts),Cases (JHU),Cases (average),Deaths (COVID Tracker),Deaths (NYT),Deaths (USAFacts),Deaths (JHU),Deaths (average),Death rate (average),New cases (COVID Tracker),New cases (NYT),New cases (USAFacts),New cases (JHU),New cases (average),New deaths (COVID Tracker),New deaths (NYT),New deaths (USAFacts),New deaths (JHU),New deaths (average),New tests/day (COVID Tracker),Log(cases) (average),Log(deaths) (average),New cases peak,New deaths peak, 
2/22/2020,2,30,17,15,16,N/A,0,2,0,1,4.17%,0,0,0,0,0,,0,0,0,0,0,1.20,-0.18,,,
2/23/2020,2,30,17,15,16,N/A,0,2,0,1,4.17%,0,0,0,0,0,,0,0,0,0,0,1.20,-0.18,,,
2/24/2020,2,43,18,15,20,N/A,0,2,0,1,3.42%,0,13,1,0,4,,0,0,0,0,0,1.29,-0.18,,,
2/25/2020,2,45,18,15,20,N/A,0,2,0,1,3.33%,0,2,0,0,1,,0,0,0,0,0,1.30,-0.18,,,
2/26/2020,2,60,20,15,24,2,0,2,0,1,4.12%,0,15,2,0,4,,0,0,0,0,0,1.38,0.00,,,
2/27/2020,2,60,21,16,25,2,0,2,0,1,4.04%,0,0,1,1,1,0,0,0,0,0,0,1.39,0.00,,,
2/28/2020,9,65,23,16,28,4,0,2,0,2,5.31%,7,5,2,0,4,2,0,0,0,1,7,1.45,0.18,,,
2/29/2020,24,70,34,24,38,5,1,3,1,3,6.58%,15,5,11,8,10,1,1,1,1,1,32,1.58,0.40,,,
3/1/2020,112,88,40,30,68,8,3,3,1,4,5.56%,88,18,6,6,30,3,2,0,0,1,85,1.83,0.57,,,
3/2/2020,193,104,62,53,103,11,6,8,6,8,7.52%,81,16,22,23,36,3,3,5,5,4,189,2.01,0.89,,,
3/3/2020,294,125,81,73,143,14,10,9,7,10,6.98%,101,21,19,20,40,3,4,1,1,2,247,2.16,1.00,,,
3/4/2020,494,161,116,104,219,16,12,13,11,13,5.94%,200,36,35,31,76,2,2,4,4,3,"1,104",2.34,1.11,,,
3/5/2020,634,228,182,174,305,20,12,14,12,15,4.76%,140,67,66,70,86,4,0,1,1,2,607,2.48,1.16,,,
3/6/2020,"1,020",311,231,222,446,26,15,19,14,19,4.15%,386,83,49,48,142,6,3,5,2,4,993,2.65,1.27,,,
3/7/2020,"1,306",428,377,337,612,27,19,22,17,21,3.47%,286,117,146,115,166,1,4,3,3,3,782,2.79,1.33,,,
3/8/2020,"1,511",547,492,451,750,31,22,25,21,25,3.30%,205,119,115,114,138,4,3,3,4,4,924,2.88,1.39,,,
3/9/2020,"1,999",748,754,519,"1,005",35,26,31,22,29,2.84%,488,201,262,68,255,4,4,6,1,4,"1,888",3.00,1.45,,,
